accession	reference_length	covered_bases	reads_aligned	mean_coverage	RPKMF	sequence_name	taxid	kingdom	phylum	class	order	family	genus	species	subspecies	strain	sample_ID	total_filtered_reads_in_sample
KP087798.1	8275	3253	714	14.064615	7.57348	Murine leukemia virus NZW-1 gag-pol polyprotein and env polyprotein genes, complete cds	1615765	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Murine leukemia virus	Murine leukemia virus NZW-1	Murine leukemia virus NZW-1	C12	11392917
KU324802.1	8203	8067	9489	161.48877	101.534	Murine leukemia virus CasE 1, complete genome	458105	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Murine leukemia virus	Murine leukemia virus CasE#1	Murine leukemia virus CasE#1	C12	11392917
KY574504.1	8275	6079	6328	97.28578	67.1218	Murine leukemia virus isolate AKR13, complete genome	11786	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Murine leukemia virus	unclassified Murine leukemia virus subspecies/strain	unclassified Murine leukemia virus strain	C12	11392917
MF118167.1	3925	1037	9	0.28768212	0.201265	Human fecal virus Jorvi2, complete genome	2017081	Viruses	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	unclassified Circoviridae genus	Human fecal virus Jorvi2	unclassified Human fecal virus Jorvi2 subspecies/strain	unclassified Human fecal virus Jorvi2 strain	C12	11392917
MH450109.1	8200	7945	4105	76.38547	43.9404	Xenotropic murine leukemia virus isolate AKR40, complete genome	11837	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Murine leukemia virus	Xenotropic murine leukemia virus	Xenotropic murine leukemia virus	C12	11392917
MH698402.1	162076	1306	241	0.26349074	0.130516	Human betaherpesvirus 6B strain GTEX-OXRO_icihv6b, complete genome	32604	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Roseolovirus	Human betaherpesvirus 6B	unclassified Human betaherpesvirus 6B subspecies/strain	unclassified Human betaherpesvirus 6B strain	C12	11392917
NC_004162.2	11826	11826	7050899	88460.414	61106.8	Chikungunya virus, complete genome	37124	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Togaviridae	Alphavirus	Chikungunya virus	unclassified Chikungunya virus subspecies/strain	unclassified Chikungunya virus strain	C18	9757012
NC_035889.1	10808	1628	103	1.3472509	0.976731	Zika virus isolate ZIKV/H. sapiens/Brazil/Natal/2015, complete genome	64320	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	Zika virus	unclassified Zika virus subspecies/strain	unclassified Zika virus strain	C18	9757012
AC_000007.1	35937	1666	42	0.1623774	0.119782	Human adenovirus 2, complete genome	10515	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus C	Human adenovirus 2	Human adenovirus 2	C18	9757012
KY316160.1	34169	2724	22	0.11305447	0.0659893	Human adenovirus 41 isolate SH/2015/D16, complete genome	10524	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus F	Human adenovirus 41	Human adenovirus 41	C18	9757012
AF033807.1	8805	8762	20202	345.34293	235.152	Mouse mammary tumor virus complete proviral genome	11757	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Betaretrovirus	Mouse mammary tumor virus	unclassified Mouse mammary tumor virus subspecies/strain	unclassified Mouse mammary tumor virus strain	C18	9757012
AF033812.1	5894	1863	1155	29.22023	20.0842	Abelson murine leukemia virus, complete genome	11788	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Abelson murine leukemia virus	unclassified Abelson murine leukemia virus subspecies/strain	unclassified Abelson murine leukemia virus strain	C18	9757012
AF033814.1	3811	2811	1067	44.223984	28.6952	Murine osteosarcoma virus, complete genome	11830	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Murine osteosarcoma virus	unclassified Murine osteosarcoma virus subspecies/strain	unclassified Murine osteosarcoma virus strain	C18	9757012
AF411814.1	8217	2121	2476	46.134003	30.8831	Amphotropic murine leukemia virus strain 1313, complete genome	188539	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Murine leukemia virus	Amphotropic murine leukemia virus	Amphotropic murine leukemia virus	C18	9757012
FJ544577.2	8183	8183	237470	4244.0293	2974.26	Mus musculus mobilized endogenous polytropic provirus clone 15 truncated gag-pol polyprotein (gag) and envelope protein (env) genes, complete cds	590745	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Mus musculus mobilized endogenous polytropic provirus	unclassified Mus musculus mobilized endogenous polytropic provirus subspecies/strain	unclassified Mus musculus mobilized endogenous polytropic provirus strain	C18	9757012
FR872816.1	8562	8559	66381	1154.6904	794.606	XMRV complete proviral genome, isolate S-162	438045	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Murine leukemia-related retroviruses	Xenotropic MuLV-related virus	Xenotropic MuLV-related virus	C18	9757012
J02226.1	5130	1438	12	0.2931727	0.239744	JC virus complete genome	10632	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Betapolyomavirus	Betapolyomavirus secuhominis	JC polyomavirus	JC polyomavirus	C18	9757012
JX985409.1	12279	1622	28	0.3371259	0.23371	Bovine viral diarrhea virus 3 isolate CH-KaHo/cont, complete genome	381707	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Pestivirus	Pestivirus H	Bovine viral diarrhea virus 3	Bovine viral diarrhea virus 3	C18	9757012
K00021.1	6296	2783	3825	80.11357	62.2658	Friend spleen focus-forming virus (proviral), complete genome	11820	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Spleen focus-forming virus	Friend spleen focus-forming virus	Friend spleen focus-forming virus	C18	9757012
KC617868.1	3780	3777	471	15.186226	12.7706	Parvovirus NIH-CQV putative 15-kDa protein, putative replication associated protein (rep), and putative capsid protein (cap) genes, complete cds	1341019	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	unclassified Parvoviridae genus	Parvovirus NIH-CQV	unclassified Parvovirus NIH-CQV subspecies/strain	unclassified Parvovirus NIH-CQV strain	C18	9757012
KP087798.1	8275	3433	1167	22.412432	14.4539	Murine leukemia virus NZW-1 gag-pol polyprotein and env polyprotein genes, complete cds	1615765	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Murine leukemia virus	Murine leukemia virus NZW-1	Murine leukemia virus NZW-1	C18	9757012
KU324802.1	8203	8056	14007	236.49931	175.007	Murine leukemia virus CasE 1, complete genome	458105	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Murine leukemia virus	Murine leukemia virus CasE#1	Murine leukemia virus CasE#1	C18	9757012
KY484771.1	8673	1321	103	1.6064765	1.21717	Porcine endogenous retrovirus A gag-pol polyprotein and env protein genes, complete cds	194958	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Porcine type-C oncovirus	Porcine endogenous retrovirus A	Porcine endogenous retrovirus A	C18	9757012
KY574504.1	8275	6164	11580	175.76099	143.425	Murine leukemia virus isolate AKR13, complete genome	11786	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Murine leukemia virus	unclassified Murine leukemia virus subspecies/strain	unclassified Murine leukemia virus strain	C18	9757012
MF118167.1	3925	1574	16	0.50278145	0.417795	Human fecal virus Jorvi2, complete genome	2017081	Viruses	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	unclassified Circoviridae genus	Human fecal virus Jorvi2	unclassified Human fecal virus Jorvi2 subspecies/strain	unclassified Human fecal virus Jorvi2 strain	C18	9757012
MH450109.1	8200	7917	6922	125.86795	86.5169	Xenotropic murine leukemia virus isolate AKR40, complete genome	11837	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Murine leukemia virus	Xenotropic murine leukemia virus	Xenotropic murine leukemia virus	C18	9757012
MH698402.1	162076	1434	334	0.330404	0.211208	Human betaherpesvirus 6B strain GTEX-OXRO_icihv6b, complete genome	32604	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Roseolovirus	Human betaherpesvirus 6B	unclassified Human betaherpesvirus 6B subspecies/strain	unclassified Human betaherpesvirus 6B strain	C18	9757012
V01108.1	5153	1238	12	0.25604638	0.238674	Human BK virus (strain Dunlop) genome. (Closely related to SV40.)	1891762	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Betapolyomavirus	Betapolyomavirus hominis	unclassified Betapolyomavirus hominis subspecies/strain	unclassified Betapolyomavirus hominis strain	C18	9757012
NC_004162.2	11826	11826	18711806	230478.63	66665	Chikungunya virus, complete genome	37124	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Togaviridae	Alphavirus	Chikungunya virus	unclassified Chikungunya virus subspecies/strain	unclassified Chikungunya virus strain	C2	23734479
NC_035889.1	10808	1862	119	1.798649	0.463897	Zika virus isolate ZIKV/H. sapiens/Brazil/Natal/2015, complete genome	64320	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	Zika virus	unclassified Zika virus subspecies/strain	unclassified Zika virus strain	C2	23734479
KY316160.1	34169	2554	23	0.12416591	0.0283606	Human adenovirus 41 isolate SH/2015/D16, complete genome	10524	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus F	Human adenovirus 41	Human adenovirus 41	C2	23734479
AF033807.1	8805	8731	22714	388.51047	108.689	Mouse mammary tumor virus complete proviral genome	11757	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Betaretrovirus	Mouse mammary tumor virus	unclassified Mouse mammary tumor virus subspecies/strain	unclassified Mouse mammary tumor virus strain	C2	23734479
AF033812.1	5894	1859	1061	27.08931	7.58448	Abelson murine leukemia virus, complete genome	11788	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Abelson murine leukemia virus	unclassified Abelson murine leukemia virus subspecies/strain	unclassified Abelson murine leukemia virus strain	C2	23734479
AF033813.1	5833	2069	391	14.947739	2.82426	Moloney murine sarcoma virus, complete genome	11809	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Moloney murine sarcoma virus	unclassified Moloney murine sarcoma virus subspecies/strain	unclassified Moloney murine sarcoma virus strain	C2	23734479
AF033814.1	3811	2668	1516	62.808796	16.7603	Murine osteosarcoma virus, complete genome	11830	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Murine osteosarcoma virus	unclassified Murine osteosarcoma virus subspecies/strain	unclassified Murine osteosarcoma virus strain	C2	23734479
AF043303.1	4679	1017	9	0.21064253	0.0810419	Adeno-associated virus 2, complete genome	10804	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Dependoparvovirus	Adeno-associated dependoparvovirus A	adeno-associated virus 2	adeno-associated virus 2	C2	23734479
FJ544577.2	8183	8183	253641	4525.428	1305.95	Mus musculus mobilized endogenous polytropic provirus clone 15 truncated gag-pol polyprotein (gag) and envelope protein (env) genes, complete cds	590745	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Mus musculus mobilized endogenous polytropic provirus	unclassified Mus musculus mobilized endogenous polytropic provirus subspecies/strain	unclassified Mus musculus mobilized endogenous polytropic provirus strain	C2	23734479
FR872816.1	8562	8557	71771	1246.9442	353.178	XMRV complete proviral genome, isolate S-162	438045	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Murine leukemia-related retroviruses	Xenotropic MuLV-related virus	Xenotropic MuLV-related virus	C2	23734479
J02207.1	997	591	66	10.6717825	2.78913	harvey murine sarcoma virus p21 v-has protein gene	11807	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Harvey murine sarcoma virus	unclassified Harvey murine sarcoma virus subspecies/strain	unclassified Harvey murine sarcoma virus strain	C2	23734479
J02226.1	5130	2234	24	0.60341364	0.197113	JC virus complete genome	10632	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Betapolyomavirus	Betapolyomavirus secuhominis	JC polyomavirus	JC polyomavirus	C2	23734479
JX985409.1	12279	1562	12	0.15343392	0.0411755	Bovine viral diarrhea virus 3 isolate CH-KaHo/cont, complete genome	381707	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Pestivirus	Pestivirus H	Bovine viral diarrhea virus 3	Bovine viral diarrhea virus 3	C2	23734479
K00021.1	6296	3022	4177	88.787994	27.9525	Friend spleen focus-forming virus (proviral), complete genome	11820	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Spleen focus-forming virus	Friend spleen focus-forming virus	Friend spleen focus-forming virus	C2	23734479
KC617868.1	3780	3771	601	18.936363	6.69889	Parvovirus NIH-CQV putative 15-kDa protein, putative replication associated protein (rep), and putative capsid protein (cap) genes, complete cds	1341019	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	unclassified Parvoviridae genus	Parvovirus NIH-CQV	unclassified Parvovirus NIH-CQV subspecies/strain	unclassified Parvovirus NIH-CQV strain	C2	23734479
KP087798.1	8275	3539	1289	25.247877	6.56304	Murine leukemia virus NZW-1 gag-pol polyprotein and env polyprotein genes, complete cds	1615765	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Murine leukemia virus	Murine leukemia virus NZW-1	Murine leukemia virus NZW-1	C2	23734479
KU324802.1	8203	8131	18458	310.58774	94.8052	Murine leukemia virus CasE 1, complete genome	458105	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Murine leukemia virus	Murine leukemia virus CasE#1	Murine leukemia virus CasE#1	C2	23734479
KY484771.1	8673	1397	129	2.1052446	0.626673	Porcine endogenous retrovirus A gag-pol polyprotein and env protein genes, complete cds	194958	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Porcine type-C oncovirus	Porcine endogenous retrovirus A	Porcine endogenous retrovirus A	C2	23734479
KY574504.1	8275	6294	13278	200.5184	67.606	Murine leukemia virus isolate AKR13, complete genome	11786	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Murine leukemia virus	unclassified Murine leukemia virus subspecies/strain	unclassified Murine leukemia virus strain	C2	23734479
LC229035.1	8359	2122	1564	29.97856	7.8832	Friend murine leukemia virus (ISOLATE 57) genomic RNA, complete genome	11796	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Murine leukemia virus	Friend murine leukemia virus (ISOLATE 57)	Friend murine leukemia virus (ISOLATE 57)	C2	23734479
MF118167.1	3925	1545	20	0.5970861	0.214689	Human fecal virus Jorvi2, complete genome	2017081	Viruses	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	unclassified Circoviridae genus	Human fecal virus Jorvi2	unclassified Human fecal virus Jorvi2 subspecies/strain	unclassified Human fecal virus Jorvi2 strain	C2	23734479
MH450109.1	8200	7882	8280	151.90187	42.5438	Xenotropic murine leukemia virus isolate AKR40, complete genome	11837	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Murine leukemia virus	Xenotropic murine leukemia virus	Xenotropic murine leukemia virus	C2	23734479
MH698402.1	162076	1217	276	0.30885714	0.0717481	Human betaherpesvirus 6B strain GTEX-OXRO_icihv6b, complete genome	32604	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Roseolovirus	Human betaherpesvirus 6B	unclassified Human betaherpesvirus 6B subspecies/strain	unclassified Human betaherpesvirus 6B strain	C2	23734479
V01108.1	5153	1592	17	0.40375775	0.138998	Human BK virus (strain Dunlop) genome. (Closely related to SV40.)	1891762	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Betapolyomavirus	Betapolyomavirus hominis	unclassified Betapolyomavirus hominis subspecies/strain	unclassified Betapolyomavirus hominis strain	C2	23734479
NC_004162.2	11826	11803	35885	451.084	2203.59	Chikungunya virus, complete genome	37124	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Togaviridae	Alphavirus	Chikungunya virus	unclassified Chikungunya virus subspecies/strain	unclassified Chikungunya virus strain	C26	1377033
NC_012532.1	10794	1104	356	6.3531566	23.951	Zika virus, complete genome	64320	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	Zika virus	unclassified Zika virus subspecies/strain	unclassified Zika virus strain	C26	1377033
NC_035889.1	10808	10807	361058	4990.0146	24259.8	Zika virus isolate ZIKV/H. sapiens/Brazil/Natal/2015, complete genome	64320	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	Zika virus	unclassified Zika virus subspecies/strain	unclassified Zika virus strain	C26	1377033
AC_000007.1	35937	2993	4489	17.288094	90.7117	Human adenovirus 2, complete genome	10515	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus C	Human adenovirus 2	Human adenovirus 2	C26	1377033
AB362840.1	7246	3555	19660	378.0182	1970.34	Orthohepevirus A genomic RNA, complete genome, isolate: 114d/A549	1678143	Viruses	Kitrinoviricota	Alsuviricetes	Hepelivirales	Hepeviridae	Paslahepevirus	Paslahepevirus balayani	unclassified Paslahepevirus balayani subspecies/strain	unclassified Paslahepevirus balayani strain	C26	1377033
